Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,405.100006,407.850006,401.000000,403.700012,403.700012,4678133
2021-02-16,403.700012,421.899994,403.700012,407.649994,407.649994,10594928
2021-02-17,406.350006,411.000000,401.000000,408.700012,408.700012,5486323
2021-02-18,410.000000,414.750000,406.000000,407.649994,407.649994,5889983
2021-02-19,408.100006,408.399994,390.950012,395.649994,395.649994,4527644
2021-02-22,396.149994,413.850006,396.149994,406.100006,406.100006,9371697
2021-02-23,410.000000,416.200012,406.100006,412.600006,412.600006,8127742
2021-02-24,415.000000,426.600006,400.000000,408.100006,408.100006,10570509
2021-02-25,411.000000,425.000000,410.000000,421.750000,421.750000,9051315
2021-02-26,412.049988,421.299988,392.049988,395.450012,395.450012,11433748
2021-03-01,402.600006,408.450012,393.350006,405.100006,405.100006,5834233
2021-03-02,406.799988,414.950012,401.000000,413.299988,413.299988,5055665
2021-03-03,415.299988,435.000000,415.299988,428.149994,428.149994,11903775
2021-03-04,415.100006,421.399994,411.049988,414.100006,414.100006,8655068
2021-03-05,414.100006,414.100006,402.500000,406.399994,406.399994,7045618
2021-03-08,411.950012,415.500000,406.500000,407.850006,407.850006,4176709
2021-03-09,412.000000,414.750000,396.799988,401.600006,401.600006,5477847
2021-03-10,406.549988,415.299988,403.500000,414.000000,414.000000,6536253
2021-03-12,418.149994,428.450012,414.000000,418.750000,418.750000,13448994
2021-03-15,422.899994,431.750000,414.899994,429.649994,429.649994,10146575
2021-03-16,433.950012,433.950012,419.350006,425.950012,425.950012,8103798
2021-03-17,425.950012,425.950012,417.500000,422.500000,422.500000,4738590
2021-03-18,427.000000,432.649994,420.100006,423.149994,423.149994,6837030
2021-03-19,420.100006,446.299988,410.000000,440.549988,440.549988,11116495
2021-03-22,441.000000,449.000000,436.799988,445.299988,445.299988,7010923
2021-03-23,445.000000,447.250000,439.500000,441.799988,441.799988,5066287
2021-03-24,437.000000,443.149994,431.600006,437.350006,437.350006,7803892
2021-03-25,437.049988,442.200012,428.500000,438.000000,438.000000,10870751
2021-03-26,443.600006,452.250000,436.200012,445.200012,445.200012,12165673
2021-03-30,455.000000,470.200012,452.200012,467.450012,467.450012,17645414
2021-03-31,467.350006,473.799988,461.299988,468.450012,468.450012,7635784
2021-04-01,470.549988,512.950012,470.000000,508.750000,508.750000,35736230
2021-04-05,513.500000,522.000000,503.200012,517.500000,517.500000,29711225
2021-04-06,523.000000,541.299988,520.650024,537.450012,537.450012,26533367
2021-04-07,539.250000,566.450012,533.200012,562.299988,562.299988,20024702
2021-04-08,572.000000,639.000000,563.250000,614.099976,614.099976,72006147
2021-04-09,618.000000,630.849976,598.000000,621.000000,621.000000,51062079
2021-04-12,609.000000,621.750000,597.400024,604.150024,604.150024,27047004
2021-04-13,607.000000,632.799988,604.000000,630.349976,630.349976,26091257
2021-04-15,638.000000,644.000000,616.000000,629.099976,629.099976,24006650
2021-04-16,631.900024,635.900024,616.950012,619.400024,619.400024,14389029
2021-04-19,600.000000,625.500000,595.099976,615.799988,615.799988,17044636
2021-04-20,622.799988,630.000000,613.400024,620.599976,620.599976,13626064
2021-04-22,615.700012,651.000000,611.599976,640.750000,640.750000,22859059
2021-04-23,641.000000,652.799988,625.849976,635.400024,635.400024,17931094
2021-04-26,642.000000,660.700012,638.250000,655.799988,655.799988,16506538
2021-04-27,660.650024,670.349976,658.000000,665.900024,665.900024,15799458
2021-04-28,669.750000,676.000000,650.650024,662.650024,662.650024,15558949
2021-04-29,672.000000,728.900024,668.049988,726.500000,726.500000,56816962
2021-04-30,719.599976,740.000000,711.450012,717.849976,717.849976,36449711
2021-05-03,714.000000,730.000000,710.599976,723.250000,723.250000,16906171
2021-05-04,727.950012,737.500000,711.250000,715.400024,715.400024,13790054
2021-05-05,723.000000,733.000000,713.099976,717.700012,717.700012,12284261
2021-05-06,721.299988,742.000000,718.000000,729.799988,729.799988,18365325
2021-05-07,738.000000,766.700012,736.750000,756.950012,756.950012,26586556
2021-05-10,765.900024,773.000000,756.049988,758.650024,758.650024,15105182
2021-05-11,741.000000,754.799988,730.549988,734.250000,734.250000,16277517
2021-05-12,740.000000,741.900024,700.000000,707.900024,707.900024,14410802
2021-05-14,709.950012,721.500000,679.049988,707.099976,707.099976,26344309
