Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,183.000000,186.449997,182.199997,184.050003,184.050003,8000109
2021-02-16,184.449997,192.949997,184.100006,190.250000,190.250000,24155607
2021-02-17,190.199997,195.300003,186.350006,192.850006,192.850006,17142487
2021-02-18,194.300003,198.699997,192.399994,195.250000,195.250000,19077034
2021-02-19,195.949997,195.949997,185.899994,190.800003,190.800003,14558896
2021-02-22,192.800003,208.199997,192.699997,204.250000,204.250000,48211035
2021-02-23,204.300003,210.500000,204.300003,208.550003,208.550003,23472362
2021-02-24,210.199997,210.800003,201.500000,204.550003,204.550003,10649237
2021-02-25,207.300003,210.899994,205.600006,208.149994,208.149994,17173463
2021-02-26,204.850006,214.699997,204.100006,207.300003,207.300003,34717972
2021-03-01,209.250000,216.399994,205.149994,213.600006,213.600006,17480256
2021-03-02,215.750000,217.949997,213.199997,214.750000,214.750000,12729476
2021-03-03,216.699997,221.699997,216.250000,219.300003,219.300003,14189479
2021-03-04,215.800003,217.050003,212.000000,213.250000,213.250000,13750833
2021-03-05,210.500000,222.399994,210.500000,219.250000,219.250000,22131897
2021-03-08,222.449997,229.500000,221.000000,224.800003,224.800003,24409291
2021-03-09,227.000000,227.850006,217.699997,224.500000,224.500000,15980727
2021-03-10,224.149994,228.449997,221.250000,226.250000,226.250000,22508396
2021-03-12,229.800003,229.800003,214.149994,221.399994,221.399994,21345125
2021-03-15,222.100006,227.000000,218.250000,226.250000,226.250000,23620753
2021-03-16,227.000000,228.300003,221.000000,226.500000,226.500000,27174232
2021-03-17,230.100006,231.699997,223.750000,224.800003,224.800003,30284720
2021-03-18,225.399994,226.350006,221.000000,221.850006,221.850006,19059687
2021-03-19,219.850006,224.199997,219.399994,222.199997,222.199997,15529758
2021-03-22,222.850006,224.149994,220.050003,223.600006,223.600006,17117657
2021-03-23,223.899994,224.750000,222.399994,223.750000,223.750000,18153789
2021-03-24,223.300003,225.100006,222.750000,223.399994,223.399994,20887559
2021-03-25,224.100006,224.250000,220.350006,222.500000,222.500000,30276235
2021-03-26,223.500000,227.399994,221.699997,226.850006,226.850006,16219649
2021-03-30,228.899994,230.850006,226.899994,230.100006,230.100006,18234834
2021-03-31,229.750000,230.750000,228.199997,228.750000,228.750000,10376309
2021-04-01,229.250000,231.800003,228.750000,231.250000,231.250000,10398919
2021-04-05,230.550003,232.899994,229.000000,231.750000,231.750000,14527112
2021-04-06,232.699997,233.899994,231.449997,233.550003,233.550003,17652029
2021-04-07,234.000000,238.850006,233.300003,236.850006,236.850006,42365445
2021-04-08,239.000000,244.899994,236.399994,237.750000,237.750000,24821045
2021-04-09,238.100006,241.399994,228.199997,231.350006,231.350006,10610296
2021-04-12,225.899994,225.899994,209.750000,213.199997,213.199997,14765942
2021-04-13,213.300003,219.500000,212.100006,218.449997,218.449997,9623854
2021-04-15,221.550003,226.399994,218.600006,225.350006,225.350006,9752896
2021-04-16,226.199997,235.250000,224.149994,231.800003,231.800003,11975438
2021-04-19,225.800003,229.600006,223.800003,228.050003,228.050003,8509541
2021-04-20,228.800003,231.899994,222.550003,226.100006,226.100006,7754673
2021-04-22,223.800003,228.850006,223.800003,226.500000,226.500000,5431482
2021-04-23,227.899994,234.000000,226.300003,228.000000,228.000000,12023111
2021-04-26,229.600006,239.699997,229.600006,236.649994,236.649994,16763872
2021-04-27,239.750000,244.550003,239.100006,243.350006,243.350006,15648609
2021-04-28,243.149994,247.699997,239.300003,243.899994,243.899994,13518520
2021-04-29,245.750000,256.500000,242.500000,255.050003,255.050003,25110119
2021-04-30,255.050003,266.200012,252.550003,257.250000,257.250000,21911292
2021-05-03,255.399994,262.399994,252.600006,256.450012,256.450012,12835262
2021-05-04,256.000000,262.399994,251.000000,258.549988,258.549988,30234483
2021-05-05,258.350006,270.049988,256.500000,264.299988,264.299988,83074283
2021-05-06,266.750000,271.500000,263.850006,268.850006,268.850006,20191746
2021-05-07,275.000000,288.350006,271.000000,283.049988,283.049988,38947011
2021-05-10,289.000000,296.299988,287.049988,293.850006,293.850006,23353138
2021-05-11,288.200012,295.750000,282.200012,288.600006,288.600006,18065603
2021-05-12,290.700012,292.250000,275.250000,282.100006,282.100006,19900414
2021-05-14,284.950012,287.000000,268.299988,272.399994,272.399994,37836764
