Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,97.000000,99.250000,95.599998,98.449997,96.789398,26118576
2021-02-16,99.250000,104.849998,99.250000,103.750000,102.000000,76236798
2021-02-17,102.000000,103.500000,100.800003,102.250000,102.250000,21014091
2021-02-18,103.699997,115.500000,103.349998,110.699997,110.699997,110000964
2021-02-19,110.699997,112.199997,103.849998,105.099998,105.099998,48225988
2021-02-22,105.900002,108.550003,105.300003,106.300003,106.300003,36592043
2021-02-23,109.750000,114.400002,109.449997,112.199997,112.199997,90860972
2021-02-24,114.000000,115.349998,111.000000,113.599998,113.599998,26071364
2021-02-25,116.000000,120.500000,115.349998,119.050003,119.050003,62038881
2021-02-26,115.500000,118.400002,110.050003,111.000000,111.000000,55154985
2021-03-01,114.300003,117.650002,113.500000,117.050003,117.050003,41672980
2021-03-02,115.900002,116.650002,112.750000,113.500000,113.500000,36303917
2021-03-03,114.050003,115.800003,113.199997,114.000000,114.000000,19434630
2021-03-04,113.949997,117.000000,112.300003,112.699997,112.699997,38272786
2021-03-05,116.250000,118.250000,113.500000,114.949997,114.949997,57756103
2021-03-08,118.949997,122.349998,117.199997,118.250000,118.250000,63866178
2021-03-09,119.400002,119.550003,114.199997,116.750000,116.750000,26817643
2021-03-10,116.900002,117.000000,113.599998,114.400002,114.400002,23841269
2021-03-12,116.750000,117.400002,114.000000,115.050003,115.050003,20691698
2021-03-15,116.000000,116.849998,112.800003,114.349998,114.349998,19679802
2021-03-16,113.800003,116.300003,113.449997,115.099998,115.099998,20680669
2021-03-17,114.800003,114.849998,108.750000,109.349998,109.349998,31017863
2021-03-18,110.000000,112.199997,107.500000,110.199997,110.199997,26710696
2021-03-19,106.250000,113.250000,104.449997,110.500000,110.500000,50386785
2021-03-22,110.500000,111.250000,108.550003,109.599998,109.599998,15825065
2021-03-23,109.599998,110.300003,106.599998,107.150002,107.150002,15815643
2021-03-24,105.000000,106.000000,102.849998,104.800003,104.800003,31083656
2021-03-25,106.000000,107.699997,101.300003,102.000000,102.000000,37295495
2021-03-26,103.000000,104.000000,100.250000,102.400002,102.400002,26637085
2021-03-30,104.050003,106.300003,102.599998,103.500000,103.500000,31843017
2021-03-31,102.800003,104.199997,101.900002,102.150002,102.150002,19587582
2021-04-01,103.000000,105.250000,101.150002,104.349998,104.349998,22299747
2021-04-05,102.150002,104.500000,99.400002,103.449997,103.449997,24878516
2021-04-06,102.650002,104.400002,101.300003,103.949997,103.949997,15156974
2021-04-07,103.900002,105.349998,103.449997,104.650002,104.650002,10330347
2021-04-08,103.800003,105.699997,103.300003,103.599998,103.599998,26105970
2021-04-09,103.000000,104.900002,103.000000,103.800003,103.800003,17645822
2021-04-12,100.849998,102.250000,97.449997,98.050003,98.050003,27005598
2021-04-13,98.050003,102.500000,98.050003,102.050003,102.050003,25505623
2021-04-15,104.250000,106.750000,103.800003,105.099998,105.099998,28659714
2021-04-16,104.599998,107.849998,104.199997,107.300003,107.300003,21627285
2021-04-19,103.949997,105.949997,101.900002,103.050003,103.050003,19166492
2021-04-20,103.300003,105.000000,102.199997,102.849998,102.849998,23082015
2021-04-22,102.400002,104.449997,101.650002,103.099998,103.099998,14844968
2021-04-23,102.000000,103.650002,101.599998,102.400002,102.400002,12790334
2021-04-26,105.250000,105.699997,102.500000,102.800003,102.800003,11797791
2021-04-27,102.800003,104.000000,102.800003,103.199997,103.199997,8886250
2021-04-28,103.750000,104.400002,103.300003,103.900002,103.900002,6887787
2021-04-29,104.900002,105.900002,103.550003,104.050003,104.050003,14990087
2021-04-30,104.150002,112.699997,103.300003,108.150002,108.150002,81358264
2021-05-03,108.150002,110.699997,106.000000,107.699997,107.699997,33975507
2021-05-04,108.000000,110.300003,107.699997,109.650002,109.650002,30811922
2021-05-05,112.400002,114.000000,110.500000,111.099998,111.099998,47588366
2021-05-06,112.300003,112.849998,109.449997,110.250000,110.250000,26083818
2021-05-07,110.849998,112.349998,109.650002,111.449997,111.449997,28016564
2021-05-10,113.849998,114.949997,112.500000,113.900002,113.900002,33477142
2021-05-11,112.550003,118.699997,110.750000,118.099998,118.099998,48355326
2021-05-12,118.699997,121.150002,113.699997,115.099998,115.099998,49718697
2021-05-14,116.000000,116.000000,111.550003,112.949997,112.949997,23626454
