Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,632.000000,637.299988,623.299988,627.500000,627.500000,7310676
2021-02-16,631.000000,634.500000,623.000000,631.150024,631.150024,6137454
2021-02-17,628.700012,632.400024,619.799988,621.250000,621.250000,4700733
2021-02-18,622.000000,627.250000,614.099976,616.049988,616.049988,5633766
2021-02-19,615.900024,622.299988,601.200012,607.299988,607.299988,7301975
2021-02-22,608.000000,610.849976,590.400024,595.299988,595.299988,5330343
2021-02-23,595.000000,608.349976,592.000000,604.049988,604.049988,7564187
2021-02-24,607.099976,609.349976,595.849976,601.450012,601.450012,3296243
2021-02-25,606.400024,618.900024,602.700012,609.549988,609.549988,6261754
2021-02-26,604.950012,621.349976,590.000000,594.599976,594.599976,15404415
2021-03-01,600.000000,610.799988,597.049988,604.450012,604.450012,5274758
2021-03-02,609.000000,616.349976,604.500000,614.200012,614.200012,4776776
2021-03-03,616.500000,625.400024,612.250000,624.349976,624.349976,6626297
2021-03-04,622.000000,636.750000,616.000000,618.950012,618.950012,11530735
2021-03-05,619.450012,619.450012,606.900024,611.200012,611.200012,6127488
2021-03-08,611.500000,621.900024,611.299988,614.799988,614.799988,4554461
2021-03-09,618.000000,620.900024,607.500000,612.599976,612.599976,4035628
2021-03-10,618.000000,627.900024,615.349976,626.000000,626.000000,5825924
2021-03-12,628.000000,629.150024,611.500000,613.599976,613.599976,4264170
2021-03-15,614.000000,614.000000,596.500000,605.500000,605.500000,4030762
2021-03-16,606.000000,609.950012,599.250000,602.299988,602.299988,4189930
2021-03-17,604.000000,604.000000,582.000000,584.750000,584.750000,7667561
2021-03-18,587.400024,591.549988,572.000000,574.549988,574.549988,5537584
2021-03-19,571.000000,582.650024,562.099976,578.299988,578.299988,6186643
2021-03-22,578.599976,593.599976,578.599976,591.000000,591.000000,7033955
2021-03-23,591.200012,594.700012,583.000000,587.849976,587.849976,5341729
2021-03-24,585.000000,597.000000,583.200012,585.299988,585.299988,7299582
2021-03-25,584.400024,587.950012,571.500000,575.750000,575.750000,4710869
2021-03-26,580.849976,590.299988,574.599976,587.200012,587.200012,5761818
2021-03-30,594.950012,599.000000,587.250000,597.700012,597.700012,4637718
2021-03-31,598.200012,606.000000,595.700012,597.799988,597.799988,5269919
2021-04-01,600.000000,612.700012,597.349976,610.750000,610.750000,6033653
2021-04-05,611.700012,611.950012,592.750000,608.799988,608.799988,5353987
2021-04-06,608.750000,621.900024,603.500000,620.450012,620.450012,7444994
2021-04-07,621.000000,628.400024,616.150024,621.049988,621.049988,4757224
2021-04-08,620.549988,626.000000,613.299988,614.250000,614.250000,3222479
2021-04-09,613.000000,642.000000,609.500000,636.750000,636.750000,16755446
2021-04-12,639.000000,645.849976,615.200012,619.349976,619.349976,15229597
2021-04-13,624.000000,635.549988,616.099976,627.349976,627.349976,7399207
2021-04-15,633.599976,641.500000,626.500000,633.250000,633.250000,8588761
2021-04-16,633.250000,650.000000,626.349976,646.049988,646.049988,9804095
2021-04-19,644.000000,651.400024,635.000000,640.650024,640.650024,11340358
2021-04-20,643.799988,659.500000,639.150024,645.150024,645.150024,13831258
2021-04-22,650.700012,658.000000,638.099976,639.950012,639.950012,11295290
2021-04-23,636.500000,645.799988,630.150024,637.950012,637.950012,7668180
2021-04-26,644.000000,644.000000,631.000000,634.700012,634.700012,6527947
2021-04-27,632.700012,642.450012,632.000000,639.250000,639.250000,5112384
2021-04-28,640.950012,647.299988,638.299988,643.400024,643.400024,6069155
2021-04-29,648.950012,652.000000,641.099976,644.500000,644.500000,5676290
2021-04-30,642.000000,666.599976,640.099976,654.450012,654.450012,10874266
2021-05-03,653.950012,663.950012,650.099976,659.200012,659.200012,6567597
2021-05-04,662.000000,664.900024,642.000000,645.150024,645.150024,5604638
2021-05-05,642.250000,687.900024,642.250000,683.400024,683.400024,25296369
2021-05-06,689.849976,696.700012,673.349976,679.400024,679.400024,11153908
2021-05-07,681.000000,691.000000,677.599976,679.450012,679.450012,6466334
2021-05-10,688.000000,703.500000,683.599976,698.200012,698.200012,10924222
2021-05-11,698.500000,721.849976,696.200012,708.099976,708.099976,14760511
2021-05-12,714.950012,714.950012,700.000000,702.849976,702.849976,7250661
2021-05-14,703.000000,711.000000,687.000000,691.450012,691.450012,6851035
